# trial, step, v_x_car, v_y_car, x_car, y_car, v_x_ped_0,v_y_ped_0,x_ped_0,y_ped_0,a_x_0,a_y_0,noise_v_x_0,noise_v_y_0,noise_x_0,noise_y_0,reward
0.000000000000000000e+00,0.000000000000000000e+00,1.116999999999999993e+01,0.000000000000000000e+00,-3.388300000000000267e+01,0.000000000000000000e+00,-5.376262124136726300e-02,1.022056332599231787e+00,-5.026881310620683330e-01,-3.898897183370038544e+00,-5.376262124136725884e-01,2.205633259923167611e-01,-8.786643456892545556e-01,4.336935965517564884e-01,-8.892760360430514988e-01,-8.449785632705905103e-01,-1.527908228750781916e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.116999999999999993e+01,0.000000000000000000e+00,-3.276600000000000534e+01,0.000000000000000000e+00,-9.533383952319968158e-02,1.060161234508682604e+00,-5.101429541002966417e-01,-3.794786305014642647e+00,-4.157121828183242274e-01,3.810490190945088895e-01,-1.263997133342556367e+00,-1.107000905214026720e-01,-7.808468448891662250e-01,-9.008735438643952209e-01,-1.665061306521358642e+00
0.000000000000000000e+00,2.000000000000000000e+00,1.116999999999999993e+01,0.000000000000000000e+00,-3.164900000000000446e+01,0.000000000000000000e+00,-1.381120859612246232e-01,1.064667005717069959e+00,-5.218152503745178139e-01,-3.688544893003355085e+00,-4.277824643802494720e-01,4.505771208387401860e-02,-6.363045104115645501e-01,1.461896203515645198e-01,-1.121744557641092682e-01,-1.275569095483005011e+00,-1.324469362973088815e+00
0.000000000000000000e+00,3.000000000000000000e+00,1.116999999999999993e+01,0.000000000000000000e+00,-3.053200000000000358e+01,0.000000000000000000e+00,-1.429076618623966177e-01,1.039204977731246871e+00,-5.358662377656988607e-01,-3.583351293830939088e+00,-4.795575901171994504e-02,-2.546202798582307691e-01,-7.338491239140791933e-01,-2.120426359595158350e-01,2.564529804259005341e-01,-1.036514984111914783e+00,-1.501916966269690734e+00
0.000000000000000000e+00,4.000000000000000000e+00,1.116999999999999993e+01,0.000000000000000000e+00,-2.941500000000000270e+01,0.000000000000000000e+00,-2.238652195437032533e-01,1.050430232081563275e+00,-5.542048818360038043e-01,-3.478869533340298581e+00,-8.095755768130662444e-01,1.122525435031643815e-01,-8.358665706473081825e-01,4.305857364537356013e-01,-1.178987486246959593e-01,-9.954793962192882706e-01,-1.582201258858880522e+00
0.000000000000000000e+00,5.000000000000000000e+00,1.116999999999999993e+01,0.000000000000000000e+00,-2.829800000000000182e+01,0.000000000000000000e+00,-2.949068913741722531e-01,1.069070901987390299e+00,-5.801434873818975824e-01,-3.372894476636850936e+00,-7.104167183046901091e-01,1.864066990582701755e-01,3.864012175084086120e-02,-1.469726617101303201e-01,7.863094263403349604e-01,-9.274686309073056911e-01,-1.720199964269325088e+00
0.000000000000000000e+00,6.000000000000000000e+00,1.116999999999999993e+01,0.000000000000000000e+00,-2.718100000000000094e+01,0.000000000000000000e+00,-3.217246124448306377e-01,1.074050890446960560e+00,-6.109750625728477269e-01,-3.265738387015133526e+00,-2.681772107065838462e-01,4.979988459570186543e-02,-6.612279303072541303e-01,1.898093456100979903e-03,-1.227453835027632334e-01,-8.677803671829008580e-01,-1.222010213540636325e+00
0.000000000000000000e+00,7.000000000000000000e+00,1.116999999999999993e+01,0.000000000000000000e+00,-2.606400000000000006e+01,0.000000000000000000e+00,-4.124744808807533913e-01,1.112300693636868676e+00,-6.476850172391269700e-01,-3.156420807810941920e+00,-9.074986843592274255e-01,3.824980318990822137e-01,-8.387128520751891969e-01,-2.010097656499061358e-01,2.347778031325332415e-01,-1.323474853301859433e+00,-1.844258722668173700e+00
0.000000000000000000e+00,8.000000000000000000e+00,1.116999999999999993e+01,0.000000000000000000e+00,-2.494699999999999918e+01,0.000000000000000000e+00,-3.853178423496245175e-01,1.064893744733076852e+00,-6.875746334006458405e-01,-3.047561085892444677e+00,2.715663853112888493e-01,-4.740694890379179016e-01,-3.599464356602417592e-01,1.731787861271265883e-01,3.657185800372750317e-02,-6.697276639832215883e-01,-1.877163931683241582e+00
0.000000000000000000e+00,9.000000000000000000e+00,1.116999999999999993e+01,0.000000000000000000e+00,-2.382999999999999829e+01,0.000000000000000000e+00,-4.345247794852399315e-01,1.081354792470281323e+00,-7.285667644923891073e-01,-2.940248659032276723e+00,-4.920693713561540283e-01,1.646104773720449832e-01,3.110020396288015743e-02,-1.071935199531514060e-01,2.562701441243773748e-01,-6.787027569290284834e-01,-1.555971630590395671e+00
0.000000000000000000e+00,1.000000000000000000e+01,1.116999999999999993e+01,0.000000000000000000e+00,-2.271299999999999741e+01,0.000000000000000000e+00,-4.947906869139246933e-01,1.127841438154199905e+00,-7.750325378123473774e-01,-2.829788847501052640e+00,-6.026590742868476180e-01,4.648664568391862040e-01,-4.879207759072806128e-01,-4.333491830151106616e-01,-8.465508519718475955e-02,-9.417688222808120457e-01,-1.851110645140503941e+00
0.000000000000000000e+00,1.100000000000000000e+01,1.116999999999999993e+01,0.000000000000000000e+00,-2.159599999999999653e+01,0.000000000000000000e+00,-5.050470520219244586e-01,1.176339778510705036e+00,-8.250244247591398405e-01,-2.714579786667807415e+00,-1.025636510799979584e-01,4.849834035650520403e-01,-2.128683351421001013e-01,1.710110661860550219e-01,5.972438916813514048e-02,-7.784925628029960576e-01,-1.889409380358490154e+00
0.000000000000000000e+00,1.200000000000000000e+01,1.116999999999999993e+01,0.000000000000000000e+00,-2.047899999999999565e+01,0.000000000000000000e+00,-4.981066928766760271e-01,1.224781912022291808e+00,-8.751821120040699231e-01,-2.594523702141157351e+00,6.940359145248448103e-02,4.844213351158668246e-01,3.283709805915315805e-01,-3.674976669187017264e-01,2.867149847851912514e-01,-6.927283898532126116e-01,-1.912608228185537884e+00
0.000000000000000000e+00,1.300000000000000000e+01,1.116999999999999993e+01,0.000000000000000000e+00,-1.936199999999999477e+01,0.000000000000000000e+00,-5.287842068394175143e-01,1.217729280405820846e+00,-9.265266569898745752e-01,-2.472398142519751651e+00,-3.067751396274146503e-01,-7.052631616471041753e-02,2.211596651330098862e-01,3.189817269960641688e-02,1.005610239075242773e-01,-8.180079831100809384e-01,-1.460355963109797983e+00
0.000000000000000000e+00,1.400000000000000000e+01,1.116999999999999993e+01,0.000000000000000000e+00,-1.824499999999999389e+01,0.000000000000000000e+00,-5.019119659575058678e-01,1.144277547813989937e+00,-9.780614656297207388e-01,-2.354297801108760968e+00,2.687224088191166316e-01,-7.345173259183080949e-01,-4.954525288870785804e-01,1.279010822200673247e-01,-1.062022183919998364e-01,-8.223812552610887394e-01,-2.172755699291068154e+00
0.000000000000000000e+00,1.500000000000000000e+01,1.116999999999999993e+01,0.000000000000000000e+00,-1.712799999999999301e+01,0.000000000000000000e+00,-5.336387501224945096e-01,1.142458551555012303e+00,-1.029839001433720647e+00,-2.239960996140310634e+00,-3.172678416498865839e-01,-1.818996258977570446e-02,-6.152922208885016619e-01,-4.059260923795809939e-02,-1.371943034262150529e-02,-1.371257438174317445e+00,-1.246586319705730084e+00
0.000000000000000000e+00,1.600000000000000000e+01,1.116999999999999993e+01,0.000000000000000000e+00,-1.601099999999999213e+01,0.000000000000000000e+00,-6.010210914972152763e-01,1.159299294126330260e+00,-1.086571993514706236e+00,-2.124873103856243617e+00,-6.738234137472076668e-01,1.684074257131805419e-01,-5.851653419399605038e-01,1.035606089991530365e-01,-3.964218048495021240e-01,-4.428728684194740972e-01,-1.513128058430315059e+00
0.000000000000000000e+00,1.700000000000000000e+01,1.116999999999999993e+01,0.000000000000000000e+00,-1.489399999999999125e+01,0.000000000000000000e+00,-6.604949688635762817e-01,1.159325871628685167e+00,-1.149647796532745847e+00,-2.008941845568492646e+00,-5.947387736636100541e-01,2.657750235500189184e-04,2.945693947026544190e-01,-1.029353315501204957e-01,9.645365326814318852e-02,-1.312105898189912079e+00,-1.519493683351163860e+00
0.000000000000000000e+00,1.800000000000000000e+01,1.116999999999999993e+01,0.000000000000000000e+00,-1.377699999999999037e+01,0.000000000000000000e+00,-6.756042081923614440e-01,1.195434242690104343e+00,-1.216452755385542650e+00,-1.891203839852553248e+00,-1.510923932878516507e-01,3.610837106141910335e-01,-7.457259734450113475e-01,-2.751652540262285868e-02,4.752284587119913750e-01,-5.324186009256209884e-01,-1.734637599206619862e+00
0.000000000000000000e+00,1.900000000000000000e+01,1.116999999999999993e+01,0.000000000000000000e+00,-1.265999999999998948e+01,0.000000000000000000e+00,-6.391540133756562492e-01,1.170668179700193878e+00,-1.282190666463943529e+00,-1.772898718733038281e+00,3.645019481670522810e-01,-2.476606298991037014e-01,-1.385230012234049402e-01,1.556364783549121777e-01,-3.730081571224979631e-01,-3.762662412451411864e-01,-1.573297656399824218e+00
0.000000000000000000e+00,2.000000000000000000e+01,1.116999999999999993e+01,0.000000000000000000e+00,-1.154299999999998860e+01,0.000000000000000000e+00,-6.170682318435598557e-01,1.179332121404210065e+00,-1.345001778724904229e+00,-1.655398703677818162e+00,2.208578153209643791e-01,8.663941704016218937e-02,-3.280291486748351804e-01,7.848863757634688687e-03,1.812229176062334080e-01,2.741756814540441400e-01,-1.510497038821540183e+00
0.000000000000000000e+00,2.100000000000000000e+01,1.026999999999999957e+01,0.000000000000000000e+00,-1.042599999999998772e+01,0.000000000000000000e+00,-6.186770939918115886e-01,1.191553919196648215e+00,-1.406789045016672901e+00,-1.536854401647775203e+00,-1.608862148251770374e-02,1.222179779243819930e-01,-4.335795694530797939e-01,8.219269483573127255e-02,-9.293485690644676112e-02,1.985794532558706749e-01,-1.458073613460457940e+00
0.000000000000000000e+00,2.200000000000000000e+01,9.369999999999999218e+00,0.000000000000000000e+00,-9.398999999999988475e+00,0.000000000000000000e+00,-6.349927634682627220e-01,1.151394138981628013e+00,-1.469472537889676689e+00,-1.419706998738861303e+00,-1.631566947645110011e-01,-4.015978021502010775e-01,-9.736396579705938192e-01,-5.833668373887241909e-01,3.167312273591260663e-01,-4.773670745262634796e-01,-1.735913480557917277e+00
0.000000000000000000e+00,2.300000000000000000e+01,9.549999999999998934e+00,0.000000000000000000e+00,-8.461999999999989086e+00,0.000000000000000000e+00,-6.329317847926372309e-01,1.132179651350199823e+00,-1.532868765302721759e+00,-1.305528309222269812e+00,2.060978675625479983e-02,-1.921448763142811211e-01,-1.488960001567375679e-01,6.625923519127834005e-02,-6.874122959929376830e-02,-2.074429269853279578e-01,-1.498900979182314686e+00
0.000000000000000000e+00,2.400000000000000000e+01,9.711999999999999744e+00,0.000000000000000000e+00,-7.506999999999989015e+00,0.000000000000000000e+00,-6.073635425665450116e-01,1.160569016587761793e+00,-1.594883531670680865e+00,-1.190890875825371786e+00,2.556824222609218045e-01,2.838936523756200869e-01,-1.212006826830297479e-01,3.797573851349095309e-01,-4.822394617687343343e-01,-4.127244633828752729e-01,-1.632237700374219891e+00
