ExplainedVariance,StdReturn,LossBefore,MaxReturn,MeanKL,EnvExecTime,Iteration,ItrTime,Time,NumTrajs,LossAfter,MeanKLBefore,AverageReturn,Entropy,ProcessExecTime,dLoss,Perplexity,MinReturn,AverageDiscountedReturn,PolicyExecTime
1.11022302463e-16,11919.2282356,1.382827719e-08,-102.679107317,0.083966113627,0.5875904560089111,0,7.344375371932983,7.344359874725342,80,-0.129494935274,0.0,-29548.0616809,8.513630867,0.026784181594848633,0.129494949102,4982.22006569,-39714.884043,-18076.4711583,0.29919981956481934
0.0615963044293,13484.8548352,-3.15904613579e-09,-101.058033492,0.0990717336535,0.46933841705322266,1,7.300647258758545,14.651280641555786,80,-0.171511024237,0.0,-24907.7591361,8.32726478577,0.023179292678833008,0.171511021078,4135.09170832,-36995.8851626,-15240.6903779,0.16814112663269043
0.00731855904792,14547.6719035,-3.09944159227e-09,-98.0793977522,0.0914612263441,0.4433135986328125,2,6.954736948013306,21.608897924423218,80,-0.24374948442,0.0,-14167.8305744,7.91731595993,0.02356696128845215,0.24374948132,2744.3950851,-35549.1195561,-8676.91531983,0.10863089561462402
-0.00463112662708,10970.7048599,-1.12056728341e-08,-95.7045470735,0.0855347588658,0.43151259422302246,3,6.008610963821411,27.622222900390625,80,-0.156862437725,0.0,-6245.32602872,7.38188457489,0.022672176361083984,0.156862426519,1606.61470231,-31711.7871129,-3834.92840753,0.10690855979919434
-0.00288747879351,6548.85721752,1.76429750809e-08,-92.9528383115,0.0859038680792,0.4018073081970215,4,5.999675512313843,33.62479043006897,80,-0.0798354372382,0.0,-2758.58267927,6.86906719208,0.022877931594848633,0.0798354548812,962.050738576,-29604.3832435,-1703.82311468,0.11416840553283691
0.00287377104357,7433.82652644,8.46385983522e-09,-93.8736845679,0.092824421823,0.5285820960998535,5,8.4476797580719,42.07532286643982,80,-0.110373429954,0.0,-3100.29008064,6.51821994781,0.030872106552124023,0.110373438418,677.371554831,-29023.1913083,-1912.39226871,0.23958563804626465
0.00188151752411,7402.45116523,1.91032878405e-08,-92.1231688717,0.0854075327516,0.36246657371520996,6,6.208222150802612,48.28680109977722,80,-0.0429249554873,0.0,-2585.95284942,5.99371623993,0.02159261703491211,0.0429249745905,400.901691914,-31950.0888837,-1597.62044314,0.10355925559997559
0.00636583701471,7554.35431217,-1.92523010867e-08,-91.8498716421,0.0969453603029,0.4010300636291504,7,6.753314971923828,55.04324412345886,80,-0.140852794051,0.0,-5318.91657168,5.78948307037,0.024952411651611328,0.140852774799,326.844025339,-18434.5809715,-3267.90972282,0.11295843124389648
-0.0105766892927,5397.41469932,2.14576711954e-09,-88.8320834474,0.0966726690531,0.3986074924468994,8,7.011082649230957,62.05754518508911,80,-0.125087931752,0.0,-1300.97399236,5.36639404297,0.023357391357421875,0.125087933898,214.089476681,-29770.7781115,-811.910249625,0.10750627517700195
-0.0029098925731,2211.3796746,5.24520871181e-09,-86.732269508,0.0790833756328,0.40233540534973145,9,6.974008321762085,69.03454184532166,80,-0.0512042194605,0.0,-446.95831058,4.7961192131,0.022936582565307617,0.0512042247057,121.039775304,-14329.3420443,-289.904977843,0.10811376571655273
-2.8577714222,2.13312082697,-9.5367429509e-09,-84.1812995736,0.0874328091741,0.3978395462036133,10,6.860372066497803,75.89844274520874,80,-0.253890097141,0.0,-91.8709337982,4.42077636719,0.02355790138244629,0.253890087605,83.1608236372,-96.5074580371,-72.7039064648,0.10843467712402344
-0.000265126619186,1735.98612092,1.34110447192e-08,-86.0405553194,0.00290839769877,0.44828319549560547,11,6.886353015899658,82.78948187828064,80,-0.00602489709854,0.0,-285.534213134,3.95647597313,0.029434680938720703,0.00602491050959,52.2727902682,-15715.3044547,-190.84261034,0.10913848876953125
-3.91760111329e-06,1533.5373622,1.69277196704e-08,-85.025748621,0.0773778259754,0.4003794193267822,12,6.99332857131958,89.7859377861023,80,-0.0219190064818,0.0,-262.327329784,3.94980335236,0.022762537002563477,0.0219190234095,51.9251548714,-13892.6928863,-176.503478139,0.10843992233276367
-2.80603706271e-06,3367.60685963,4.05311606499e-09,-83.9243039062,0.0758166387677,0.4044065475463867,13,6.966054439544678,96.75525689125061,80,-0.0258210916072,0.0,-603.407163994,3.85502290726,0.023491621017456055,0.0258210956603,47.2296988317,-27087.82795,-384.785607665,0.10743427276611328
0.000117228351037,2461.50706551,-1.47745016221e-08,-84.8747968148,0.0849500000477,0.3628811836242676,14,6.156322956085205,102.91443109512329,80,-0.0280063636601,0.0,-483.764935278,3.68561434746,0.02167344093322754,0.0280063488856,39.8696087203,-15938.5130786,-311.823404412,0.10276436805725098
