AverageDiscountedReturn,MeanKL,NumTrajs,ExplainedVariance,LossAfter,LossBefore,PolicyExecTime,AverageReturn,StdReturn,Time,Entropy,MaxReturn,ItrTime,Perplexity,dLoss,ProcessExecTime,MeanKLBefore,EnvExecTime,Iteration,MinReturn
-16442.0591926,0.0788009986281,8,0.832169118046,-0.0954255610704,1.19209291327e-08,0.07148528099060059,-26859.3325365,1909.0540451,37.657673597335815,8.6494178772,-23424.1139182,1.299323320388794,5706.82369444,0.0954255729914,0.004303932189941406,0.0,0.11531710624694824,28,-29758.2753792
-15808.7320207,0.0833090990782,8,0.398139667802,-0.0512424744666,-2.59280206194e-08,0.06554770469665527,-25822.7665412,2814.39781241,38.923502922058105,8.63680076599,-20715.0680464,1.2603096961975098,5635.27239976,0.0512424485385,0.0044362545013427734,0.0,0.10748481750488281,29,-29022.4269643
-14552.759572,0.0822347551584,8,0.704445191789,-0.104104906321,-4.02331368221e-09,0.07714414596557617,-23767.454983,2587.66595231,40.225162506103516,8.62073326111,-19319.5189262,1.2965521812438965,5545.45116689,0.104104902297,0.0035164356231689453,0.0,0.11057019233703613,30,-27109.615911
-13549.9344862,0.0954026803374,8,0.813692653515,-0.111193180084,-1.66893006082e-08,0.06529879570007324,-22126.6032,1225.2838735,41.58024525642395,8.57329368591,-19107.5864116,1.350935935974121,5288.51985912,0.111193163395,0.004032611846923828,0.0,0.10572385787963867,31,-23464.4218181
-12191.0680385,0.0916305184364,8,0.403124803709,-0.10942979902,2.41398812051e-08,0.10041189193725586,-19903.0091457,1739.05964556,42.98094844818115,8.58616447449,-17008.2411848,1.3952679634094238,5357.02720616,0.10942982316,0.0043261051177978516,0.0,0.11597299575805664,32,-21964.3288152
-11904.598529,0.0894981175661,8,0.738079897025,-0.0942723527551,-0.0,0.06282687187194824,-19434.1282159,1172.4118631,44.26661777496338,8.55214691162,-17418.0874972,1.281618595123291,5177.8589082,0.0942723527551,0.004401683807373047,0.0,0.13008403778076172,33,-20939.6552126
-11173.792958,0.0664972737432,8,0.313717608758,-0.0991973504424,-2.38418573772e-09,0.06518268585205078,-18237.9729006,1589.97037163,45.558921575546265,8.54196834564,-15860.2223963,1.286985158920288,5125.42304334,0.0991973480582,0.004284858703613281,0.0,0.12037897109985352,34,-20642.69025
-9455.33124888,0.0624594017863,8,0.467538247264,-0.14368352294,-8.34465030408e-09,0.06803107261657715,-15425.8318935,1644.82671695,46.88647103309631,8.53791236877,-12703.224485,1.3208527565002441,5104.67654813,0.143683514595,0.004073143005371094,0.0,0.11066317558288574,35,-18979.1039704
-9322.91284859,0.080197237432,8,0.512852471221,-0.087020508945,-2.08616257602e-09,0.06026911735534668,-15209.2021663,1200.78496233,48.2650728225708,8.54705619812,-13564.7696058,1.3741939067840576,5151.5668913,0.0870205068588,0.004159688949584961,0.0,0.10874032974243164,36,-16991.6881954
-5963.29580844,0.0814256444573,9,0.0772914016889,-0.0852207988501,1.86681203829e-09,0.1213371753692627,-9711.58243009,6851.28181382,49.78965425491333,8.57201957703,-144.919172175,1.5188543796539307,5281.78599972,0.0852208007169,0.006716489791870117,0.0,0.22445225715637207,37,-16180.0692782
-6923.07050024,0.0693070217967,10,-0.0975422214577,-0.145336151123,7.21023907246e-09,0.15462636947631836,-11281.7672807,5667.13838264,51.56838250160217,8.54523944855,-144.74087613,1.773249626159668,5142.21628078,0.145336158333,0.007423877716064453,0.0,0.22654414176940918,38,-15316.9871741
-1672.37052182,0.0686034709215,10,0.330712216608,-0.0884312614799,-8.25481816236e-09,0.12249350547790527,-2689.72036943,5084.34571715,53.25212287902832,8.52886962891,-145.242773838,1.6780128479003906,5058.72436594,0.088431253225,0.00616908073425293,0.0,0.19686532020568848,39,-13009.7815057
